date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:59:40	101619/101619	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Nov%202021%2010:03:33%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:40	352246/352246	---M--	200	added ('OK')	image/jpeg	etag:%2246fd1d0355e259b321f6e5841f26a854%22	https://s3.amazonaws.com/creativetim_bucket/products/137/original/argon-dashboard-pro.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/s3.amazonaws.com/creativetim_bucket/products/137/original/argon-dashboard-pro.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:41	85235/85235	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Nov%202021%2010:03:33%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-default.html	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-default.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:42	71410/71410	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Nov%202021%2010:03:33%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-info.html	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-info.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:42	87180/87180	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Nov%202021%2010:03:33%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:43	16940/16940	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-422c%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-2.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-2.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:44	365893/365893	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-59545%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/img-2.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/img-2.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:44	350276/350276	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-55844%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/img-1.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/img-1.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:46	173325/173325	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-2a50d%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-1.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-1.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:46	283899/283899	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-454fb%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/img-3.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/img-3.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:46	30912/30912	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-78c0%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-5.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-5.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:47	166436/166436	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-28a24%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-4.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-4.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:48	525695/525695	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Feb%202022%2009:29:46%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/activity-feed.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/activity-feed.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:48	78602/78602	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-1330a%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/bruce-mars.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/bruce-mars.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:48	54552/54552	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-d518%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/logos/bitcoin.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/logos/bitcoin.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:49	1157/1157	---M--	200	added ('OK')	image/png	etag:%2261a0b0f5-485%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/US.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/US.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:50	927/927	---M--	200	added ('OK')	image/png	etag:%2261a0b0f5-39f%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/DE.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/DE.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:50	1376/1376	---M--	200	added ('OK')	image/png	etag:%2261a0b0f5-560%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/GB.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/GB.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:51	1172/1172	---M--	200	added ('OK')	image/png	etag:%2261a0b0f5-494%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/BR.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/BR.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:52	16940/16940	---M--	200	added ('OK')	image/jpeg	etag:%2261b8bff0-422c%22	https://demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-2.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-2.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:52	32372/32372	---M--	200	added ('OK')	image/jpeg	etag:%2261b8bff0-7e74%22	https://demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-3.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-3.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:52	22858/22858	---M--	200	added ('OK')	image/jpeg	etag:%2261b8bff0-594a%22	https://demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-4.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-4.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:53	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261fbb838-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:53	19004/19004	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-4a3c%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/core/popper.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:54	59177/59177	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-e729%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/core/bootstrap.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/core/bootstrap.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:55	19411/19411	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-4bd3%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/perfect-scrollbar.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/perfect-scrollbar.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:55	48421/48421	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-bd25%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/smooth-scrollbar.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/smooth-scrollbar.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:56	11396/11396	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-2c84%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:57	50769/50769	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-c651%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:57	176853/176853	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-2b2d5%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/chartjs.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/chartjs.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:57	19520/19520	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261fd91de-4c40%22	https://buttons.github.io/buttons.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:58	31441/31441	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-7ad1%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/argon-dashboard.min.js?v=2.0.0	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/argon-dashboard.min28b5.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
14:59:59	5756/5756	---M--	200	added ('OK')	image/png	etag:%2261a0b0f5-167c%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/logo-ct.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/logo-ct.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
15:00:00	124083/124083	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Nov%202021%2010:03:33%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default-2.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
15:00:04	2387186/2387186	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-246cf2%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/default.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/default.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
15:00:06	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Feb%202022%2009:30:05%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers.32.delayed	(from https://demos.creative-tim.com/argon-dashboard-pro/assets/css/argon-dashboard.min.css?v=2.0.0)
15:00:07	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Feb%202022%2009:30:06%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers-2x.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers-2x.png	(from https://demos.creative-tim.com/argon-dashboard-pro/assets/css/argon-dashboard.min.css?v=2.0.0)
15:00:08	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2007%20Feb%202022%2009:30:07%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/assets/css/images/marker-icon.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/css/images/marker-icon.png	(from https://demos.creative-tim.com/argon-dashboard-pro/assets/css/argon-dashboard.min.css?v=2.0.0)
15:00:08	2374980/2374980	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-243d44%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/automotive.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/automotive.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
15:00:08	1753570/1753570	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-1ac1e2%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/crm.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/crm.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
15:00:09	134516/134516	---M--	200	added ('OK')	image/png	etag:%2261a0b0f5-20d74%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/shapes/pattern-left.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/shapes/pattern-left.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
15:00:10	134441/134441	---M--	200	added ('OK')	image/png	etag:%2261a0b0f5-20d29%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/shapes/pattern-right.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/shapes/pattern-right.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
15:00:10	120991/120991	---M--	200	added ('OK')	image/png	etag:%2261a0b0f5-1d89f%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/tesla.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/tesla.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
15:00:11	141905/141905	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-22a51%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/leaflet.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/leaflet.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
15:00:11	26492/26492	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-677c%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/nouislider.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
15:00:35	345811/345811	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Feb%202022%2009:30:33%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-2.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-2.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
15:00:43	429240/429240	---M--	200	added ('OK')	image/jpeg	date:Mon,%2007%20Feb%202022%2009:30:34%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-3.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-3.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
15:00:58	73784/73784	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-12038%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/choices.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/choices.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
15:00:59	4679/4679	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-1247%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/countup.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/countup.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
15:01:00	36251/36251	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-8d9b%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/round-slider.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/round-slider.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
15:01:02	32372/32372	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-7e74%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-3.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-3.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-info.html)
15:01:02	1015159/1015159	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-f7d77%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/vr-bg.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/vr-bg.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-default.html)
15:01:03	64607/64607	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-fc5f%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/ivancik.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/ivancik.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html)
15:01:04	151754/151754	---M--	200	added ('OK')	image/jpeg	etag:%2261a0b0f5-250ca%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/kal-visuals-square.jpg	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/kal-visuals-square.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html)
15:01:05	249994/249994	---M-Z	200	added ('OK')	application/javascript	etag:W/%2261a0b0f5-3d08a%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/fullcalendar.min.js	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/fullcalendar.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html)
15:01:05	96900/96900	---M--	200	added ('OK')	image/png	etag:%2261a0b0f5-17a84%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/small-logos/icon-sun-cloud.png	C:/My%20Web%20Sites/Admin%20Panel%20Theam/demos.creative-tim.com/argon-dashboard-pro/assets/img/small-logos/icon-sun-cloud.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
